Index,CVE,title,repository,date,Issue_ID
2725,CVE-2019-13960,Bump tensorflow from 1.15.2 to 1.15.4 in /machine-learning/nlp/spam-classifier,x4nth055/pythoncode-tutorials,2020-09-26T00:09:41Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/29
2726,CVE-2020-15205,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-13434,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2019-19880,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15209,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-11655,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2019-10099,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2018-17190,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2019-15601,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-13871,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15358,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15203,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-13435,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15204,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-9327,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-13630,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15195,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15202,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15210,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2018-20330,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15193,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15207,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-11656,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15206,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-13631,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15192,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2019-19645,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15211,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15190,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2018-19664,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15191,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15208,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2018-11770,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2019-19244,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2020-15194,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2726,CVE-2019-13960,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-09-25T19:40:45Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/28
2727,CVE-2020-15205,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-13434,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2019-19880,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15209,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-11655,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2019-10099,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2018-17190,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2019-15601,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-13871,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15358,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15203,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-13435,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15204,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-9327,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-13630,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15195,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15202,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15210,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2018-20330,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15193,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15207,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-11656,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15206,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-13631,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15192,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2019-19645,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15211,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15190,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2018-19664,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15191,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15208,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2018-11770,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2019-19244,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2020-15194,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2727,CVE-2019-13960,Bump tensorflow from 2.0.1 to 2.0.3 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-09-25T19:38:26Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/27
2728,CVE-2019-19646,Bump tensorflow from 2.0.0 to 2.0.1 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-04-20T12:49:09Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/17
2728,CVE-2019-5481,Bump tensorflow from 2.0.0 to 2.0.1 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-04-20T12:49:09Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/17
2728,CVE-2020-5215,Bump tensorflow from 2.0.0 to 2.0.1 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-04-20T12:49:09Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/17
2728,CVE-2019-5482,Bump tensorflow from 2.0.0 to 2.0.1 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-04-20T12:49:09Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/17
2728,CVE-2019-19645,Bump tensorflow from 2.0.0 to 2.0.1 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-04-20T12:49:09Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/17
2728,CVE-2019-16168,Bump tensorflow from 2.0.0 to 2.0.1 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-04-20T12:49:09Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/17
2729,CVE-2019-19646,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-01-28T23:01:20Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/8
2729,CVE-2019-5481,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-01-28T23:01:20Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/8
2729,CVE-2020-5215,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-01-28T23:01:20Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/8
2729,CVE-2019-5482,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-01-28T23:01:20Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/8
2729,CVE-2019-19645,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-01-28T23:01:20Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/8
2729,CVE-2019-16168,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/text-generator,x4nth055/pythoncode-tutorials,2020-01-28T23:01:20Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/8
2730,CVE-2019-19646,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/spam-classifier,x4nth055/pythoncode-tutorials,2020-01-28T23:00:54Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/7
2730,CVE-2019-5481,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/spam-classifier,x4nth055/pythoncode-tutorials,2020-01-28T23:00:54Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/7
2730,CVE-2020-5215,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/spam-classifier,x4nth055/pythoncode-tutorials,2020-01-28T23:00:54Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/7
2730,CVE-2019-5482,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/spam-classifier,x4nth055/pythoncode-tutorials,2020-01-28T23:00:54Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/7
2730,CVE-2019-19645,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/spam-classifier,x4nth055/pythoncode-tutorials,2020-01-28T23:00:54Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/7
2730,CVE-2019-16168,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/nlp/spam-classifier,x4nth055/pythoncode-tutorials,2020-01-28T23:00:54Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/7
2731,CVE-2019-19646,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-01-28T22:59:24Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/6
2731,CVE-2019-5481,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-01-28T22:59:24Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/6
2731,CVE-2020-5215,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-01-28T22:59:24Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/6
2731,CVE-2019-5482,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-01-28T22:59:24Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/6
2731,CVE-2019-19645,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-01-28T22:59:24Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/6
2731,CVE-2019-16168,Bump tensorflow from 1.15.0 to 1.15.2 in /machine-learning/image-classifier,x4nth055/pythoncode-tutorials,2020-01-28T22:59:24Z,https://api.github.com/repos/x4nth055/pythoncode-tutorials/issues/6
2739,CVE-2021-37666,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37673,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37640,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37646,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37641,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37677,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37651,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37635,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37652,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37665,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37672,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37674,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37662,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37679,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37661,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37636,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37659,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37655,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37667,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37676,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37657,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37675,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37650,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37647,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
2739,CVE-2021-37648,Bump tensorflow from 1.5.0 to 2.5.1,ahmetozlu/tensorflow_object_counting_api,2021-09-12T10:23:14Z,https://api.github.com/repos/ahmetozlu/tensorflow_object_counting_api/issues/95
